,agua,potencia,ambiente
6942,29.4,32.5,34.9
6943,29.4,33.0,35.0
6944,29.4,32.9,34.9
6945,29.4,32.7,34.9
6946,29.4,33.1,34.9
6947,29.4,32.4,34.9
6948,29.4,33.4,35.0
6949,29.4,33.3,35.0
6950,29.4,33.2,34.9
6951,29.4,32.9,34.9
6952,29.4,32.5,34.9
6953,29.4,33.0,34.9
6954,29.4,33.2,34.9
6955,29.4,32.7,34.9
6956,29.4,33.4,35.0
6957,29.4,33.0,34.9
6958,29.4,33.3,35.0
6959,29.4,32.7,35.0
6960,29.4,32.6,35.0
6961,29.4,32.7,35.0
6962,29.4,33.4,34.9
6963,29.4,33.2,34.9
6964,29.4,33.2,34.9
6965,29.4,33.4,34.9
6966,29.4,32.6,35.0
6967,29.4,32.6,34.9
6968,29.4,32.6,34.9
6969,29.4,33.3,34.9
6970,29.4,33.3,34.9
6971,29.4,32.6,34.9
6972,29.4,33.1,35.0
6973,29.4,32.5,35.0
6974,29.4,33.3,35.0
6975,29.4,33.3,34.9
6976,29.4,33.4,34.9
6977,29.4,32.4,35.0
6978,29.4,33.6,35.0
6979,29.4,32.5,35.0
6980,29.4,33.4,34.9
6981,29.4,32.6,34.9
6982,29.4,33.5,34.9
6983,29.4,32.5,34.9
6984,29.4,32.4,34.9
6985,29.4,33.3,34.9
6986,29.4,33.1,34.9
6987,29.4,33.4,34.9
6988,29.4,33.0,34.9
6989,29.4,33.5,34.9
6990,29.4,33.6,34.9
6991,29.4,32.7,34.8
6992,29.4,32.7,34.9
6993,29.4,33.5,34.9
6994,29.4,33.5,34.8
6995,29.4,32.6,34.7
6996,29.4,33.6,34.8
6997,29.4,33.1,34.8
6998,29.4,32.6,34.8
6999,29.4,33.2,34.9
7000,29.4,33.2,34.8
7001,29.4,33.5,34.8
7002,29.4,33.4,34.8
7003,29.4,33.2,34.8
7004,29.4,33.4,34.8
7005,29.4,32.8,34.8
7006,29.4,32.4,34.7
7007,29.3,33.3,34.7
7008,29.4,33.6,34.7
7009,29.4,32.9,34.7
7010,29.4,33.3,34.7
7011,29.4,33.0,34.7
7012,29.3,33.2,34.7
7013,29.3,32.7,34.7
7014,29.4,32.5,34.7
7015,29.3,33.4,34.6
7016,29.3,32.6,34.6
7017,29.3,33.0,34.6
7018,29.4,33.3,34.6
7019,29.3,32.5,34.6
7020,29.3,33.5,34.6
7021,29.3,32.6,34.5
7022,29.3,33.1,34.5
7023,29.3,33.1,34.5
7024,29.3,33.0,34.5
7025,29.3,33.1,34.5
7026,29.3,33.5,34.5
7027,29.3,32.6,34.5
7028,29.3,33.6,34.5
7029,29.3,32.8,34.5
7030,29.3,33.2,34.6
7031,29.3,33.5,34.6
7032,29.3,33.3,34.6
7033,29.3,33.5,34.6
7034,29.3,33.3,34.5
7035,29.3,33.5,34.5
7036,29.3,32.6,34.5
7037,29.3,32.6,34.5
7038,29.3,32.6,34.4
7039,29.3,33.6,34.4
7040,29.3,33.2,34.4
7041,29.3,33.4,34.4
7042,29.3,33.4,34.4
7043,29.3,33.4,34.4
7044,29.3,33.1,34.4
7045,29.3,32.6,34.4
7046,29.3,33.0,34.5
7047,29.3,32.8,34.5
7048,29.3,32.9,34.5
7049,29.3,33.0,34.5
7050,29.3,33.2,34.5
7051,29.3,33.0,34.5
7052,29.3,33.5,34.5
7053,29.3,32.9,34.5
7054,29.3,33.0,34.5
7055,29.3,32.9,34.5
7056,29.3,32.9,34.5
7057,29.3,32.7,34.5
7058,29.3,32.6,34.5
7059,29.3,33.1,34.5
7060,29.3,33.0,34.5
7061,29.3,32.7,34.5
7062,29.3,33.5,34.6
7063,29.3,33.1,34.6
7064,29.3,33.1,34.7
7065,29.2,32.9,34.7
7066,29.3,33.2,34.7
7067,29.3,33.3,34.7
7068,29.3,33.4,34.8
7069,29.2,32.7,34.8
7070,29.3,33.2,34.8
7071,29.2,33.0,34.8
7072,29.3,32.6,34.8
7073,29.3,33.6,34.8
7074,29.2,33.0,34.8
7075,29.2,33.1,34.8
7076,29.2,32.7,34.8
7077,29.2,32.9,34.8
7078,29.2,32.5,34.8
7079,29.2,32.8,34.7
7080,29.2,33.0,34.7
7081,29.2,33.2,34.7
7082,29.2,32.4,34.8
7083,29.2,32.9,34.8
7084,29.2,32.3,34.7
7085,29.2,32.9,34.6
7086,29.2,32.3,34.6
7087,29.2,32.4,34.6
7088,29.2,33.1,34.6
7089,29.2,32.9,34.6
7090,29.2,32.9,34.6
7091,29.2,32.7,34.6
7092,29.2,33.1,34.6
7093,29.1,32.7,34.6
7094,29.2,32.6,34.6
7095,29.1,33.0,34.6
7096,29.1,33.2,34.6
7097,29.1,33.1,34.6
7098,29.1,32.4,34.6
7099,29.1,33.6,34.7
7100,29.1,33.5,34.7
7101,29.1,32.7,34.7
7102,29.1,33.1,34.7
7103,29.1,33.2,34.7
7104,29.1,33.4,34.7
7105,29.1,33.2,34.7
7106,29.1,33.3,34.7
7107,29.1,32.7,34.7
7108,29.1,33.0,34.7
7109,29.1,32.8,34.7
7110,29.1,33.4,34.7
7111,29.1,33.4,34.7
7112,29.1,33.0,34.7
7113,29.1,32.5,34.7
7114,29.1,32.9,34.7
7115,29.1,33.2,34.7
7116,29.1,33.2,34.7
7117,29.1,33.2,34.7
7118,29.1,33.7,34.6
7119,29.1,32.6,34.6
7120,29.1,32.8,34.6
7121,29.0,32.6,34.6
7122,29.0,33.3,34.6
7123,29.0,33.3,34.6
7124,29.0,33.4,34.6
7125,29.0,33.4,34.5
7126,28.9,33.2,34.4
7127,28.9,32.7,34.3
7128,28.9,33.1,34.3
7129,28.9,32.6,34.3
7130,28.8,33.1,34.3
7131,28.8,33.2,34.2
7132,28.8,32.6,34.1
7133,28.8,32.9,34.1
7134,28.8,33.0,34.1
7135,28.8,33.3,34.1
7136,28.8,32.9,34.2
7137,28.8,33.4,34.3
7138,28.7,33.2,34.3
7139,28.7,33.3,34.3
7140,28.7,33.5,34.2
7141,28.7,32.8,34.2
7142,28.6,33.1,34.2
7143,28.6,32.8,34.2
7144,28.6,33.5,34.2
7145,28.6,33.4,34.1
7146,28.6,33.4,34.2
7147,28.6,33.6,34.2
7148,28.6,32.7,34.2
7149,28.6,32.7,34.2
7150,28.6,33.1,34.1
7151,28.6,33.4,34.1
7152,28.6,33.2,34.0
7153,28.6,32.8,34.0
7154,28.6,33.6,34.0
7155,28.6,32.6,34.1
7156,28.6,33.2,34.0
7157,28.5,33.7,34.0
7158,28.5,33.2,34.0
7159,28.5,33.4,34.0
7160,28.6,33.8,34.0
7161,28.5,32.7,33.9
7162,28.5,32.9,34.0
7163,28.5,32.7,34.1
7164,28.5,33.7,34.1
7165,28.4,32.8,34.1
7166,28.5,32.7,34.1
7167,28.4,33.2,34.0
7168,28.5,33.4,34.1
7169,28.4,33.2,34.1
7170,28.4,33.2,34.2
7171,28.5,32.9,34.2
7172,28.4,33.1,34.2
7173,28.4,33.3,34.2
7174,28.4,33.0,34.2
7175,28.5,32.9,34.3
7176,28.4,32.9,34.3
7177,28.4,33.5,34.4
7178,28.4,33.3,34.4
7179,28.4,33.7,34.4
7180,28.4,33.4,34.4
7181,28.4,33.3,34.4
7182,28.4,33.2,34.4
7183,28.4,33.2,34.4
7184,28.4,32.5,34.4
7185,28.4,32.9,34.4
7186,28.4,33.5,34.4
7187,28.4,32.6,34.4
7188,28.4,32.5,34.4
7189,28.4,32.6,34.4
7190,28.4,33.2,34.4
7191,28.4,32.5,34.4
7192,28.4,32.5,34.3
7193,28.4,33.3,34.3
7194,28.4,32.4,34.3
7195,28.4,32.8,34.3
7196,28.4,32.7,34.3
7197,28.4,32.7,34.3
7198,28.4,32.5,34.4
7199,28.4,32.9,34.4
7200,28.4,32.9,34.4
7201,28.4,33.4,34.4
7202,28.4,32.5,34.4
7203,28.4,33.4,34.4
7204,28.4,32.7,34.4
7205,28.4,33.5,34.3
7206,28.4,33.4,34.4
7207,28.4,33.0,34.3
7208,28.5,33.1,34.3
7209,28.4,33.4,34.3
7210,28.4,33.3,34.4
7211,28.5,33.6,34.3
7212,28.4,33.5,34.3
7213,28.5,33.1,34.3
7214,28.5,33.5,34.3
7215,28.5,32.6,34.3
7216,28.5,33.4,34.3
7217,28.5,33.0,34.2
7218,28.5,33.3,34.2
7219,28.5,33.5,34.2
7220,28.5,33.6,34.2
7221,28.5,32.8,34.2
7222,28.5,32.7,34.2
7223,28.5,32.6,34.3
7224,28.5,32.7,34.3
7225,28.5,33.3,34.3
7226,28.6,32.8,34.3
7227,28.5,33.3,34.4
7228,28.5,33.2,34.4
7229,28.6,33.0,34.4
7230,28.6,33.0,34.4
7231,28.5,32.9,34.4
7232,28.5,32.8,34.3
7233,28.6,32.8,34.3
7234,28.6,32.8,34.2
7235,28.6,33.4,34.2
7236,28.6,32.9,34.2
7237,28.6,33.6,34.2
7238,28.6,33.4,34.2
7239,28.6,33.3,34.2
7240,28.6,33.4,34.2
7241,28.6,33.0,34.2
7242,28.6,33.4,34.2
7243,28.6,33.3,34.1
7244,28.6,33.3,34.1
7245,28.6,32.7,34.1
7246,28.6,32.6,34.1
7247,28.6,33.4,34.1
7248,28.6,33.3,34.1
7249,28.6,32.8,34.2
7250,28.6,33.7,34.2
7251,28.6,33.8,34.2
7252,28.6,33.1,34.3
7253,28.6,33.0,34.3
7254,28.6,33.3,34.3
7255,28.6,33.6,34.3
7256,28.6,32.6,34.3
7257,28.6,33.6,34.3
7258,28.7,32.9,34.2
7259,28.7,33.7,34.2
7260,28.6,33.2,34.2
7261,28.7,33.8,34.2
7262,28.7,33.8,34.3
7263,28.7,33.7,34.4
7264,28.7,33.7,34.3
7265,28.7,33.3,34.3
7266,28.7,33.9,34.3
7267,28.7,33.0,34.3
7268,28.7,33.1,34.3
7269,28.8,34.1,34.3
7270,28.7,32.5,34.3
7271,28.8,33.5,34.3
7272,28.7,32.7,34.4
7273,28.8,34.1,34.5
7274,28.8,33.1,34.6
7275,28.8,32.8,34.6
7276,28.8,33.7,34.6
7277,28.8,32.7,34.6
7278,28.8,33.4,34.6
7279,28.8,32.6,34.6
7280,28.8,33.5,34.5
7281,28.8,33.6,34.5
7282,28.8,32.8,34.5
7283,28.8,33.7,34.5
7284,28.8,33.7,34.5
7285,28.8,32.7,34.5
7286,28.8,33.5,34.5
7287,28.8,33.3,34.5
7288,28.8,33.0,34.5
7289,28.8,33.0,34.5
7290,28.8,33.1,34.5
7291,28.8,32.6,34.4
7292,28.8,33.4,34.4
7293,28.9,33.1,34.4
7294,28.9,32.5,34.3
7295,28.8,33.3,34.3
7296,28.8,33.3,34.4
7297,28.9,32.9,34.4
7298,28.9,33.7,34.4
7299,28.9,32.9,34.4
7300,28.9,33.3,34.4
7301,28.8,33.5,34.4
7302,28.9,33.9,34.4
7303,28.9,33.8,34.4
7304,28.9,33.3,34.4
7305,28.9,33.7,34.4
7306,28.9,33.8,34.4
7307,28.9,32.8,34.5
7308,28.9,33.1,34.5
7309,28.9,32.8,34.5
7310,28.9,33.3,34.5
7311,28.9,32.6,34.5
7312,28.9,33.5,34.5
7313,28.9,32.9,34.5
7314,28.9,32.9,34.5
7315,28.9,33.4,34.5
7316,28.9,33.2,34.5
7317,28.9,32.7,34.5
7318,28.9,32.4,34.6
7319,28.9,33.4,34.6
7320,28.9,32.4,34.5
7321,28.9,32.5,34.5
7322,28.9,33.3,34.5
7323,28.9,33.0,34.5
7324,28.9,32.8,34.5
7325,28.9,33.1,34.5
7326,28.9,33.3,34.5
7327,28.9,33.1,34.5
7328,28.9,32.5,34.5
7329,28.9,32.8,34.5
7330,29.0,33.0,34.5
7331,29.0,32.6,34.5
7332,29.0,32.9,34.6
7333,29.0,33.5,34.6
7334,29.0,33.2,34.6
7335,29.0,32.5,34.5
7336,29.0,33.3,34.5
7337,29.0,33.0,34.4
7338,29.0,32.6,34.4
7339,29.0,33.1,34.4
7340,29.0,32.9,34.4
7341,29.0,32.7,34.4
7342,29.0,32.8,34.4
7343,29.0,32.6,34.4
7344,29.0,32.9,34.4
7345,29.0,33.4,34.4
7346,29.0,33.5,34.4
7347,29.0,33.2,34.3
7348,29.0,33.2,34.3
7349,29.0,33.4,34.4
7350,29.1,33.1,34.4
7351,29.0,33.8,34.5
7352,29.0,33.2,34.6
7353,29.0,33.5,34.6
7354,29.0,33.0,34.6
7355,29.0,33.4,34.7
7356,29.0,33.1,34.7
7357,29.1,33.4,34.7
7358,29.1,33.3,34.7
7359,29.1,33.5,34.7
7360,29.1,33.6,34.7
7361,29.1,33.2,34.7
7362,29.1,33.5,34.7
7363,29.1,33.5,34.6
7364,29.1,32.9,34.7
7365,29.1,33.3,34.6
7366,29.1,33.6,34.6
7367,29.1,33.3,34.6
7368,29.1,32.9,34.6
7369,29.1,32.6,34.6
7370,29.1,33.5,34.6
7371,29.1,33.6,34.6
7372,29.1,33.5,34.6
7373,29.1,33.3,34.6
7374,29.1,33.1,34.6
7375,29.1,32.9,34.6
7376,29.1,33.0,34.6
7377,29.1,33.1,34.6
7378,29.1,32.9,34.6
7379,29.1,33.0,34.6
7380,29.1,33.7,34.6
7381,29.1,33.4,34.6
7382,29.1,33.6,34.6
7383,29.1,33.5,34.6
7384,29.1,33.0,34.5
7385,29.1,32.7,34.5
7386,29.2,33.4,34.4
7387,29.1,33.2,34.4
7388,29.2,32.8,34.4
7389,29.2,32.8,34.4
7390,29.2,33.5,34.4
7391,29.2,33.6,34.4
7392,29.2,33.5,34.3
7393,29.2,32.9,34.3
7394,29.2,32.7,34.3
7395,29.2,32.7,34.4
7396,29.2,33.0,34.4
7397,29.2,33.3,34.4
7398,29.3,32.9,34.4
7399,29.2,33.5,34.4
7400,29.2,33.4,34.4
7401,29.2,32.9,34.3
7402,29.2,33.1,34.3
7403,29.2,33.8,34.3
7404,29.2,33.8,34.3
7405,29.2,33.3,34.3
7406,29.3,33.3,34.3
7407,29.3,33.0,34.3
7408,29.2,32.9,34.3
7409,29.3,33.2,34.4
7410,29.2,33.3,34.4
7411,29.3,33.1,34.4
7412,29.3,33.7,34.4
7413,29.3,33.7,34.4
7414,29.3,32.8,34.4
7415,29.3,33.0,34.4
7416,29.3,32.9,34.5
7417,29.3,33.8,34.5
7418,29.3,33.3,34.5
7419,29.3,33.6,34.5
7420,29.3,33.6,34.5
7421,29.2,33.8,34.5
7422,29.2,33.8,34.5
7423,29.3,32.9,34.5
7424,29.2,33.1,34.5
7425,29.3,33.1,34.5
7426,29.3,32.9,34.5
7427,29.3,33.0,34.5
7428,29.3,33.9,34.6
7429,29.3,33.5,34.6
7430,29.3,33.3,34.6
7431,29.3,33.4,34.7
7432,29.3,33.8,34.7
7433,29.3,33.2,34.7
7434,29.3,33.0,34.7
7435,29.3,33.4,34.7
7436,29.3,33.0,34.7
7437,29.3,33.0,34.7
7438,29.3,33.1,34.6
7439,29.3,32.8,34.6
7440,29.3,33.0,34.6
7441,29.3,33.4,34.6
7442,29.3,33.8,34.6
7443,29.3,33.8,34.6
7444,29.3,33.5,34.6
7445,29.3,32.9,34.7
7446,29.3,32.8,34.6
7447,29.3,32.9,34.7
7448,29.3,33.1,34.6
7449,29.3,33.3,34.7
7450,29.3,32.8,34.7
7451,29.3,33.7,34.7
7452,29.3,33.2,34.8
7453,29.3,33.7,34.8
7454,29.3,33.0,34.7
7455,29.3,32.9,34.6
7456,29.3,33.6,34.6
7457,29.4,33.7,34.6
7458,29.3,34.0,34.6
7459,29.3,33.3,34.6
7460,29.3,33.3,34.6
7461,29.4,33.7,34.5
7462,29.3,33.0,34.5
7463,29.3,33.6,34.5
7464,29.3,33.5,34.6
7465,29.3,33.7,34.6
7466,29.3,33.4,34.6
7467,29.3,33.7,34.6
7468,29.3,33.7,34.7
7469,29.3,33.8,34.7
7470,29.3,33.6,34.6
7471,29.3,32.8,34.6
7472,29.3,33.2,34.6
7473,29.3,32.9,34.6
7474,29.3,33.3,34.7
7475,29.3,33.2,34.7
7476,29.3,33.0,34.7
7477,29.3,33.3,34.7
7478,29.4,33.6,34.7
7479,29.3,33.0,34.7
7480,29.3,33.5,34.7
7481,29.4,33.6,34.7
7482,29.4,32.7,34.7
7483,29.3,32.8,34.7
7484,29.4,32.9,34.7
7485,29.3,33.7,34.7
7486,29.4,33.1,34.7
7487,29.3,33.3,34.7
7488,29.4,33.1,34.7
7489,29.3,33.0,34.7
7490,29.3,32.7,34.6
7491,29.4,32.8,34.7
7492,29.4,32.8,34.7
7493,29.4,33.0,34.7
7494,29.4,33.0,34.7
7495,29.4,33.1,34.7
7496,29.4,33.6,34.7
7497,29.4,33.5,34.7
7498,29.4,32.7,34.6
7499,29.4,33.1,34.6
7500,29.3,33.1,34.5
7501,29.4,33.6,34.4
7502,29.3,32.8,34.4
7503,29.4,33.3,34.4
7504,29.4,33.5,34.4
7505,29.4,33.4,34.3
7506,29.4,33.5,34.4
7507,29.4,32.9,34.4
7508,29.4,33.7,34.4
7509,29.4,33.1,34.4
7510,29.4,32.9,34.5
7511,29.4,33.0,34.5
7512,29.3,32.8,34.5
7513,29.4,32.6,34.5
7514,29.4,33.5,34.5
7515,29.4,33.0,34.5
7516,29.4,33.7,34.5
7517,29.4,32.8,34.5
7518,29.4,33.3,34.5
7519,29.4,33.0,34.4
7520,29.4,33.4,34.5
7521,29.4,32.5,34.4
7522,29.4,32.4,34.5
7523,29.4,32.9,34.5
7524,29.4,33.5,34.5
7525,29.4,32.7,34.5
7526,29.4,33.7,34.5
7527,29.4,32.9,34.5
7528,29.4,33.5,34.6
7529,29.4,33.3,34.6
7530,29.4,33.2,34.6
7531,29.4,32.8,34.6
7532,29.4,32.7,34.6
7533,29.4,33.3,34.6
7534,29.4,33.5,34.6
7535,29.4,33.3,34.6
7536,29.4,33.7,34.6
7537,29.4,33.3,34.6
7538,29.4,33.7,34.6
7539,29.4,32.9,34.6
7540,29.4,33.6,34.6
7541,29.4,33.1,34.6
7542,29.4,33.0,34.6
7543,29.4,33.4,34.6
7544,29.4,32.8,34.6
7545,29.4,32.9,34.6
7546,29.4,32.9,34.7
7547,29.4,33.2,34.7
7548,29.4,33.0,34.7
7549,29.4,32.7,34.7
7550,29.4,33.1,34.7
7551,29.4,32.8,34.7
7552,29.4,33.4,34.6
7553,29.4,33.3,34.7
7554,29.4,33.5,34.7
7555,29.4,33.1,34.6
7556,29.4,33.5,34.6
7557,29.4,32.8,34.6
7558,29.4,32.8,34.7
7559,29.4,33.3,34.7
7560,29.4,33.2,34.7
7561,29.4,33.3,34.7
7562,29.4,32.9,34.8
7563,29.4,33.8,34.8
7564,29.4,32.9,34.8
7565,29.4,32.8,34.8
7566,29.4,33.2,34.8
7567,29.4,33.6,34.8
7568,29.4,33.7,34.8
7569,29.4,33.1,34.8
7570,29.4,32.8,34.8
7571,29.4,33.5,34.9
7572,29.4,33.5,35.0
7573,29.4,33.6,34.9
7574,29.4,33.5,34.9
7575,29.4,33.5,34.9
7576,29.4,33.6,34.9
7577,29.4,32.9,34.9
7578,29.4,33.7,34.8
7579,29.4,33.5,34.8
7580,29.4,33.7,34.8
7581,29.4,33.6,34.7
7582,29.4,33.1,34.7
7583,29.4,33.1,34.7
7584,29.4,33.1,34.7
7585,29.4,33.0,34.6
7586,29.4,33.5,34.6
7587,29.4,32.9,34.6
7588,29.4,33.6,34.6
7589,29.4,33.7,34.6
7590,29.4,32.8,34.6
7591,29.4,33.2,34.6
7592,29.4,32.8,34.6
7593,29.4,33.6,34.7
7594,29.4,32.7,34.6
7595,29.4,33.4,34.7
7596,29.4,33.2,34.6
7597,29.3,32.9,34.6
7598,29.4,33.3,34.5
7599,29.4,33.5,34.5
7600,29.3,32.9,34.5
7601,29.4,33.4,34.4
7602,29.3,33.3,34.3
7603,29.3,33.5,34.3
7604,29.4,32.8,34.3
7605,29.3,33.2,34.2
7606,29.3,33.3,34.2
7607,29.3,33.6,34.2
7608,29.3,32.9,34.2
7609,29.4,33.5,34.2
7610,29.3,33.5,34.2
7611,29.3,33.7,34.2
7612,29.4,33.7,34.2
7613,29.3,33.6,34.2
7614,29.4,33.1,34.2
7615,29.3,33.8,34.2
7616,29.4,33.4,34.2
7617,29.3,33.6,34.3
7618,29.3,34.1,34.2
7619,29.3,33.9,34.2
7620,29.3,33.4,34.2
7621,29.4,32.9,34.2
7622,29.3,33.3,34.2
7623,29.3,33.6,34.2
7624,29.3,33.8,34.2
7625,29.3,32.8,34.2
7626,29.3,33.9,34.2
7627,29.4,33.7,34.2
7628,29.3,33.2,34.2
7629,29.3,33.8,34.2
7630,29.3,33.7,34.1
7631,29.3,33.1,34.1
7632,29.3,33.5,34.1
7633,29.3,32.6,34.1
7634,29.3,33.1,34.1
7635,29.3,33.6,34.1
7636,29.3,33.6,34.1
7637,29.3,32.8,34.1
7638,29.3,33.6,34.1
7639,29.3,33.5,34.1
7640,29.3,33.5,34.1
7641,29.3,33.0,34.2
7642,29.3,33.5,34.2
7643,29.3,33.2,34.2
7644,29.3,34.0,34.2
7645,29.3,33.9,34.2
7646,29.3,32.9,34.2
7647,29.3,33.5,34.3
7648,29.3,33.2,34.3
7649,29.3,33.3,34.3
7650,29.3,33.5,34.3
7651,29.3,33.8,34.4
7652,29.4,33.3,34.4
7653,29.3,32.8,34.4
7654,29.3,33.7,34.4
7655,29.4,33.9,34.4
7656,29.4,33.7,34.4
7657,29.3,33.7,34.3
7658,29.3,32.9,34.3
7659,29.3,32.8,34.2
7660,29.4,33.1,34.2
7661,29.3,33.0,34.2
7662,29.3,33.6,34.2
7663,29.4,33.5,34.2
7664,29.3,33.8,34.2
7665,29.3,33.5,34.2
7666,29.3,33.5,34.2
7667,29.4,33.5,34.1
7668,29.4,32.9,34.1
7669,29.3,33.5,34.1
7670,29.4,33.6,34.1
7671,29.4,33.4,34.1
7672,29.4,33.5,34.1
7673,29.4,32.7,34.0
7674,29.4,32.8,34.0
7675,29.4,33.4,34.0
7676,29.3,33.3,34.0
7677,29.4,32.7,34.0
7678,29.3,33.2,34.0
7679,29.4,33.2,34.0
7680,29.3,32.8,34.0
7681,29.3,32.8,34.0
7682,29.4,33.0,34.0
7683,29.3,32.5,34.0
7684,29.3,33.4,34.0
7685,29.3,33.4,34.0
7686,29.4,33.0,34.0
7687,29.3,33.0,34.1
7688,29.3,33.1,34.1
7689,29.3,32.8,34.1
7690,29.3,33.2,34.1
7691,29.3,33.1,34.1
7692,29.3,33.7,34.1
7693,29.3,33.5,34.1
7694,29.3,32.7,34.1
7695,29.3,33.5,34.1
7696,29.3,33.2,34.1
7697,29.3,32.7,34.1
7698,29.3,33.1,34.1
7699,29.3,33.7,34.1
7700,29.3,33.0,34.1
7701,29.3,33.3,34.1
7702,29.3,33.2,34.1
7703,29.3,33.3,34.1
7704,29.4,33.5,34.0
7705,29.3,33.5,34.0
7706,29.4,33.1,34.0
7707,29.3,32.9,34.0
7708,29.3,33.5,34.0
7709,29.3,33.8,34.1
7710,29.3,33.2,34.1
7711,29.3,33.3,34.1
7712,29.3,33.5,34.2
7713,29.3,32.7,34.2
7714,29.3,32.9,34.3
7715,29.3,33.2,34.2
7716,29.3,32.9,34.2
7717,29.3,32.8,34.2
7718,29.3,33.4,34.2
7719,29.3,33.8,34.2
7720,29.4,32.9,34.2
7721,29.3,33.6,34.2
7722,29.3,33.5,34.2
7723,29.3,33.3,34.2
7724,29.3,33.5,34.2
7725,29.3,32.7,34.1
7726,29.3,33.7,34.1
7727,29.3,33.3,34.1
7728,29.3,33.6,34.1
7729,29.3,33.8,34.1
7730,29.3,33.2,34.1
7731,29.3,32.9,34.1
7732,29.3,32.7,34.2
7733,29.3,32.6,34.1
7734,29.3,33.6,34.2
7735,29.3,33.3,34.2
7736,29.3,33.7,34.2
7737,29.3,32.8,34.2
7738,29.3,32.8,34.2
7739,29.3,33.5,34.1
7740,29.3,32.7,34.2
7741,29.3,32.9,34.2
7742,29.3,33.6,34.2
7743,29.3,33.7,34.2
7744,29.3,33.1,34.3
7745,29.3,33.4,34.3
7746,29.3,33.3,34.3
7747,29.3,33.2,34.2
7748,29.3,32.9,34.2
7749,29.3,34.0,34.1
7750,29.3,33.8,34.1
7751,29.3,33.2,34.1
7752,29.3,33.6,34.0
7753,29.3,33.0,34.0
7754,29.3,33.8,34.0
7755,29.3,33.5,34.0
7756,29.3,32.9,34.0
7757,29.3,33.6,34.0
7758,29.3,33.5,34.0
7759,29.3,33.3,34.0
7760,29.3,33.7,34.0
7761,29.3,33.6,34.0
7762,29.3,32.9,34.0
7763,29.3,33.6,34.0
7764,29.3,33.3,34.0
7765,29.3,33.8,34.1
7766,29.3,33.7,34.0
7767,29.3,33.2,34.0
7768,29.3,32.8,34.0
7769,29.3,33.8,34.0
7770,29.3,33.2,33.9
7771,29.3,33.0,33.9
7772,29.3,33.3,33.9
7773,29.3,33.1,33.9
7774,29.3,33.1,33.9
7775,29.3,33.0,33.9
7776,29.3,33.3,33.9
7777,29.3,32.9,33.9
7778,29.3,32.9,33.9
7779,29.3,33.6,33.9
7780,29.3,32.6,33.9
7781,29.3,33.2,33.8
7782,29.3,32.7,33.8
7783,29.3,32.7,33.8
7784,29.3,33.2,33.9
7785,29.3,32.9,33.9
7786,29.3,32.6,33.9
7787,29.3,32.7,33.9
7788,29.3,33.5,33.9
7789,29.3,32.6,33.9
7790,29.3,33.6,33.9
7791,29.3,32.9,33.9
7792,29.3,33.4,33.9
7793,29.3,32.7,33.9
7794,29.3,33.1,33.9
7795,29.3,32.7,33.9
7796,29.3,32.7,33.9
7797,29.3,32.7,34.0
7798,29.3,33.2,34.0
7799,29.3,32.6,33.9
7800,29.3,33.1,33.9
7801,29.3,32.8,33.9
7802,29.3,32.7,33.9
7803,29.3,32.9,33.9
7804,29.3,33.1,33.9
7805,29.3,32.6,33.9
7806,29.3,32.7,33.9
7807,29.3,33.5,33.9
7808,29.3,33.3,33.9
7809,29.3,33.1,33.8
7810,29.3,32.9,33.8
7811,29.3,33.3,33.8
7812,29.3,33.6,33.8
7813,29.2,32.9,33.9
7814,29.3,33.2,33.9
7815,29.3,32.8,33.9
7816,29.3,32.9,33.9
7817,29.3,33.5,33.9
7818,29.2,33.5,33.8
7819,29.2,32.9,33.9
7820,29.3,33.2,33.8
7821,29.2,32.8,33.9
7822,29.3,33.5,33.9
7823,29.3,33.5,33.9
7824,29.3,33.0,33.9
7825,29.2,33.2,33.9
7826,29.3,33.0,33.9
7827,29.2,33.4,33.9
7828,29.2,33.5,33.9
7829,29.2,33.7,34.0
7830,29.3,33.1,34.0
7831,29.2,33.5,34.0
7832,29.2,33.4,33.9
7833,29.3,33.3,33.9
7834,29.2,33.3,33.9
7835,29.2,32.9,33.9
7836,29.3,32.5,33.9
7837,29.2,33.5,33.9
7838,29.2,32.4,34.0
7839,29.2,33.1,34.0
7840,29.2,32.4,34.0
7841,29.2,32.8,33.9
7842,29.2,33.5,33.9
7843,29.2,33.3,33.9
7844,29.2,32.9,33.9
7845,29.3,33.3,33.8
7846,29.2,33.1,33.8
7847,29.2,32.6,33.7
7848,29.3,33.1,33.7
7849,29.3,33.3,33.7
7850,29.3,32.8,33.7
7851,29.2,33.2,33.7
7852,29.3,33.4,33.7
7853,29.2,33.6,33.7
7854,29.2,32.6,33.7
7855,29.2,33.0,33.8
7856,29.2,33.4,33.7
7857,29.2,33.5,33.7
7858,29.2,32.7,33.7
7859,29.2,33.0,33.7
7860,29.2,32.9,33.7
7861,29.2,33.4,33.7
7862,29.2,32.8,33.7
7863,29.2,33.0,33.7
7864,29.2,33.3,33.7
7865,29.2,33.0,33.7
7866,29.2,32.4,33.7
7867,29.3,32.8,33.7
7868,29.2,32.5,33.7
7869,29.2,33.4,33.8
7870,29.3,33.4,33.8
7871,29.2,32.6,33.9
7872,29.3,33.3,34.0
7873,29.2,32.6,34.0
